timestamp,airTemperature_panther,cloudCoverage_panther,dewTemperature_panther,precipDepth1HR_panther,precipDepth6HR_panther,seaLvlPressure_panther,windDirection_panther,windSpeed_panther,airTemperature_robin,cloudCoverage_robin,dewTemperature_robin,precipDepth1HR_robin,precipDepth6HR_robin,seaLvlPressure_robin,windDirection_robin,windSpeed_robin,airTemperature_crow,cloudCoverage_crow,dewTemperature_crow,precipDepth1HR_crow,precipDepth6HR_crow,seaLvlPressure_crow,windDirection_crow,windSpeed_crow,airTemperature_fox,cloudCoverage_fox,dewTemperature_fox,precipDepth1HR_fox,precipDepth6HR_fox,seaLvlPressure_fox,windDirection_fox,windSpeed_fox,airTemperature_moose,cloudCoverage_moose,dewTemperature_moose,precipDepth1HR_moose,precipDepth6HR_moose,seaLvlPressure_moose,windDirection_moose,windSpeed_moose,airTemperature_shrew,cloudCoverage_shrew,dewTemperature_shrew,precipDepth1HR_shrew,precipDepth6HR_shrew,seaLvlPressure_shrew,windDirection_shrew,windSpeed_shrew,airTemperature_mouse,cloudCoverage_mouse,dewTemperature_mouse,precipDepth1HR_mouse,precipDepth6HR_mouse,seaLvlPressure_mouse,windDirection_mouse,windSpeed_mouse
2016-01-11,10.5875,1.6666666666666667,3.475,0.0,,1021.3708333333334,257.39130434782606,3.579166666666666,5.916666666666667,0.0,4.995833333333333,,15.0,982.8874999999999,225.83333333333334,3.9583333333333335,-10.217391304347826,,-15.57391304347826,2.0,1.5,1007.9956521739131,270.8695652173913,5.126086956521739,9.916666666666666,0.8333333333333334,1.2375,0.0,,1022.6374999999999,138.75,1.4124999999999999,-10.217391304347826,,-15.57391304347826,2.0,1.5,1007.9956521739131,270.8695652173913,5.126086956521739,5.916666666666667,0.0,4.995833333333333,,15.0,982.8874999999999,225.83333333333334,3.9583333333333335,5.916666666666667,0.0,4.995833333333333,,15.0,982.8874999999999,225.83333333333334,3.9583333333333335
2016-01-12,11.183333333333332,3.176470588235294,0.5166666666666666,0.0,,1022.1750000000001,330.0,3.2083333333333335,5.3875,0.0,3.0,,0.0,998.0363636363636,264.1666666666667,6.825,-9.6,,-11.204166666666666,5.428571428571429,6.5,1006.1541666666667,105.83333333333333,4.075,11.1875,0.25,-2.591666666666667,0.0,,1021.4666666666667,102.91666666666667,2.1041666666666665,-9.6,,-11.204166666666666,5.428571428571429,6.5,1006.1541666666667,105.83333333333333,4.075,5.3875,0.0,3.0,,0.0,998.0363636363636,264.1666666666667,6.825,5.3875,0.0,3.0,,0.0,998.0363636363636,264.1666666666667,6.825
2016-01-13,11.695833333333333,8.0,1.3375000000000001,0.0,,1022.9666666666667,266.25,3.3041666666666667,4.75,0.0,1.7625,,2.0,1013.1125000000001,235.41666666666666,5.0375,-12.7875,,-16.275000000000002,2.0,5.0,1009.5041666666666,255.41666666666666,5.079166666666667,11.575000000000001,1.75,-1.7333333333333334,0.0,,1018.4875000000001,121.42857142857143,1.4041666666666668,-12.7875,,-16.275000000000002,2.0,5.0,1009.5041666666666,255.41666666666666,5.079166666666667,4.75,0.0,1.7625,,2.0,1013.1125000000001,235.41666666666666,5.0375,4.75,0.0,1.7625,,2.0,1013.1125000000001,235.41666666666666,5.0375
2016-01-14,14.237499999999999,7.0,7.520833333333333,0.0,,1020.3333333333334,100.0,3.2875,3.7125,0.0,0.15833333333333335,,11.0,1007.0749999999999,271.25,6.3,-10.629166666666666,,-12.950000000000001,2.6666666666666665,4.75,1010.1958333333333,165.83333333333334,1.3041666666666667,11.329166666666666,2.260869565217391,0.39166666666666666,0.0,,1015.9375,134.0909090909091,2.129166666666667,-10.629166666666666,,-12.950000000000001,2.6666666666666665,4.75,1010.1958333333333,165.83333333333334,1.3041666666666667,3.7125,0.0,0.15833333333333335,,11.0,1007.0749999999999,271.25,6.3,3.7125,0.0,0.15833333333333335,,11.0,1007.0749999999999,271.25,6.3
2016-01-15,18.829166666666666,4.888888888888889,15.112499999999999,9.333333333333334,125.0,1009.5739130434783,202.91666666666666,4.908333333333333,2.970833333333333,0.0,-0.6916666666666668,,0.0,1020.1826086956522,292.9166666666667,4.341666666666667,-10.465217391304348,,-13.02608695652174,,0.0,1011.2869565217391,60.43478260869565,4.77391304347826,10.433333333333334,2.933333333333333,1.2791666666666668,0.0,,1014.4125,135.65217391304347,2.8958333333333335,-10.465217391304348,,-13.02608695652174,,0.0,1011.2869565217391,60.43478260869565,4.77391304347826,2.970833333333333,0.0,-0.6916666666666668,,0.0,1020.1826086956522,292.9166666666667,4.341666666666667,2.970833333333333,0.0,-0.6916666666666668,,0.0,1020.1826086956522,292.9166666666667,4.341666666666667
2016-01-16,18.576190476190476,2.875,12.50952380952381,-0.041666666666666664,0.0,1011.1666666666666,203.75,3.295833333333333,2.3041666666666667,0.0,-0.4916666666666667,,0.0,1028.7708333333333,282.9166666666667,2.325,-5.5625,,-8.0375,4.8,5.5,999.7083333333334,163.75,3.5124999999999997,11.045833333333334,2.4705882352941178,1.7208333333333332,0.0,,1019.5541666666667,148.2608695652174,1.7916666666666667,-5.5625,,-8.0375,4.8,5.5,999.7083333333334,163.75,3.5124999999999997,2.3041666666666667,0.0,-0.4916666666666667,,0.0,1028.7708333333333,282.9166666666667,2.325,2.3041666666666667,0.0,-0.4916666666666667,,0.0,1028.7708333333333,282.9166666666667,2.325
2016-01-17,15.929166666666667,4.8,11.4375,12.791666666666666,103.0,1008.8625000000001,240.41666666666666,5.816666666666666,2.370833333333333,,1.0291666666666666,,12.0,1025.4708333333333,108.75,3.545833333333333,-9.733333333333333,,-12.420833333333334,4.4,0.5,1009.0875,154.16666666666666,2.8041666666666667,12.616666666666667,1.5,2.75,0.0,,1020.6458333333334,95.21739130434783,1.6583333333333332,-9.733333333333333,,-12.420833333333334,4.4,0.5,1009.0875,154.16666666666666,2.8041666666666667,2.370833333333333,,1.0291666666666666,,12.0,1025.4708333333333,108.75,3.545833333333333,2.370833333333333,,1.0291666666666666,,12.0,1025.4708333333333,108.75,3.545833333333333
2016-01-18,10.904166666666667,2.0,0.8125,0.0,,1022.2041666666668,332.60869565217394,4.0,3.216666666666667,0.0,0.45,,-0.5,1014.9875000000001,115.0,4.483333333333333,-11.783333333333333,,-14.887500000000001,3.3333333333333335,10.75,1007.2333333333332,279.5833333333333,5.791666666666667,12.908333333333333,2.3636363636363638,2.4541666666666666,0.0,,1019.2875,111.66666666666667,2.1333333333333333,-11.783333333333333,,-14.887500000000001,3.3333333333333335,10.75,1007.2333333333332,279.5833333333333,5.791666666666667,3.216666666666667,0.0,0.45,,-0.5,1014.9875000000001,115.0,4.483333333333333,3.216666666666667,0.0,0.45,,-0.5,1014.9875000000001,115.0,4.483333333333333
2016-01-19,8.645833333333334,2.2857142857142856,-2.504166666666667,0.0,,1027.9125000000001,264.1666666666667,4.7875000000000005,0.5541666666666666,0.0,-4.041666666666667,,0.0,1017.0583333333334,212.5,0.9625,-14.291666666666666,,-18.0625,,0.0,1016.3625000000001,278.3333333333333,6.904166666666666,13.7875,2.3333333333333335,1.7374999999999998,-0.041666666666666664,0.0,1019.6791666666667,117.3913043478261,1.9416666666666667,-14.291666666666666,,-18.0625,,0.0,1016.3625000000001,278.3333333333333,6.904166666666666,0.5541666666666666,0.0,-4.041666666666667,,0.0,1017.0583333333334,212.5,0.9625,0.5541666666666666,0.0,-4.041666666666667,,0.0,1017.0583333333334,212.5,0.9625
2016-01-20,10.408333333333333,3.6,1.5708333333333335,0.0,,1025.6791666666666,190.41666666666666,1.9375,0.17500000000000002,0.0,-2.091666666666667,,0.0,1020.475,229.16666666666666,1.2916666666666667,-9.3125,,-12.950000000000001,,0.0,1021.875,274.1666666666667,4.179166666666666,14.625,1.565217391304348,3.608333333333333,0.0,,1019.5916666666667,120.0,1.7125000000000001,-9.3125,,-12.950000000000001,,0.0,1021.875,274.1666666666667,4.179166666666666,0.17500000000000002,0.0,-2.091666666666667,,0.0,1020.475,229.16666666666666,1.2916666666666667,0.17500000000000002,0.0,-2.091666666666667,,0.0,1020.475,229.16666666666666,1.2916666666666667
2016-01-21,13.958333333333334,4.857142857142857,8.845833333333333,0.0,,1021.7916666666666,77.91666666666667,1.9708333333333332,3.3375,0.0,0.7166666666666667,,0.0,1021.25,130.41666666666666,3.5083333333333333,-10.174999999999999,,-13.9125,,0.0,1024.1166666666666,281.25,3.220833333333333,14.704166666666666,2.2666666666666666,-2.6625,0.0,,1022.8541666666666,93.18181818181819,2.204166666666667,-10.174999999999999,,-13.9125,,0.0,1024.1166666666666,281.25,3.220833333333333,3.3375,0.0,0.7166666666666667,,0.0,1021.25,130.41666666666666,3.5083333333333333,3.3375,0.0,0.7166666666666667,,0.0,1021.25,130.41666666666666,3.5083333333333333
2016-01-22,16.808333333333334,3.3333333333333335,12.8125,0.3333333333333333,6.5,1010.1416666666668,191.25,5.616666666666667,7.5375000000000005,0.0,5.804166666666667,,5.0,1017.5500000000001,188.75,5.204166666666667,-8.2875,,-11.245833333333332,,0.0,1026.5958333333333,284.5833333333333,2.4583333333333335,16.0125,5.333333333333333,-4.808333333333334,0.0,,1019.4250000000001,65.65217391304348,1.2791666666666666,-8.2875,,-11.245833333333332,,0.0,1026.5958333333333,284.5833333333333,2.4583333333333335,7.5375000000000005,0.0,5.804166666666667,,5.0,1017.5500000000001,188.75,5.204166666666667,7.5375000000000005,0.0,5.804166666666667,,5.0,1017.5500000000001,188.75,5.204166666666667
2016-01-23,9.025,3.2857142857142856,3.2458333333333336,0.08333333333333333,5.0,1011.2583333333333,282.9166666666667,8.05,7.3875,0.0,6.5375000000000005,,0.0,1028.75,194.16666666666666,3.7125,-11.883333333333333,,-15.229166666666666,,0.0,1021.4,262.5,2.316666666666667,15.991666666666667,7.0,-3.4250000000000003,0.0,,1013.475,134.76190476190476,2.15,-11.883333333333333,,-15.229166666666666,,0.0,1021.4,262.5,2.316666666666667,7.3875,0.0,6.5375000000000005,,0.0,1028.75,194.16666666666666,3.7125,7.3875,0.0,6.5375000000000005,,0.0,1028.75,194.16666666666666,3.7125
2016-01-24,6.483333333333333,0.16666666666666666,-1.945833333333333,0.0,,1021.6374999999999,262.60869565217394,3.6374999999999997,12.008333333333333,,11.375,,5.0,1026.2958333333333,194.16666666666666,4.3625,-11.345833333333333,,-13.475,2.0,0.5,1017.475,249.16666666666666,1.2416666666666667,13.516666666666666,1.4782608695652173,-1.1291666666666667,0.0,,1013.2708333333334,129.1304347826087,2.275,-11.345833333333333,,-13.475,2.0,0.5,1017.475,249.16666666666666,1.2416666666666667,12.008333333333333,,11.375,,5.0,1026.2958333333333,194.16666666666666,4.3625,12.008333333333333,,11.375,,5.0,1026.2958333333333,194.16666666666666,4.3625
2016-01-25,11.525,2.4210526315789473,6.370833333333334,0.0,,1024.5916666666667,73.47826086956522,1.5666666666666667,11.216666666666667,0.0,8.404166666666667,,0.0,1020.4541666666668,192.08333333333334,5.804166666666667,-3.841666666666667,,-6.116666666666667,,0.0,1020.3000000000001,135.83333333333334,1.6708333333333334,13.4375,2.4705882352941178,-1.4166666666666667,0.0,,1016.1833333333334,101.81818181818181,2.025,-3.841666666666667,,-6.116666666666667,,0.0,1020.3000000000001,135.83333333333334,1.6708333333333334,11.216666666666667,0.0,8.404166666666667,,0.0,1020.4541666666668,192.08333333333334,5.804166666666667,11.216666666666667,0.0,8.404166666666667,,0.0,1020.4541666666668,192.08333333333334,5.804166666666667
2016-01-26,16.849999999999998,6.5,13.291666666666666,-0.08333333333333333,0.0,1022.3166666666666,100.43478260869566,2.2333333333333334,9.241666666666667,0.0,7.766666666666667,,-0.5,1016.4708333333333,205.0,7.833333333333333,1.0875000000000001,,-1.6083333333333334,2.3333333333333335,1.25,1006.3083333333334,170.41666666666666,4.408333333333333,13.950000000000001,1.9090909090909092,-9.083333333333334,0.0,,1021.6625,134.54545454545453,2.3666666666666667,1.0875000000000001,,-1.6083333333333334,2.3333333333333335,1.25,1006.3083333333334,170.41666666666666,4.408333333333333,9.241666666666667,0.0,7.766666666666667,,-0.5,1016.4708333333333,205.0,7.833333333333333,9.241666666666667,0.0,7.766666666666667,,-0.5,1016.4708333333333,205.0,7.833333333333333
2016-01-27,18.4875,8.0,17.583333333333332,18.166666666666668,98.75,1015.4260869565217,121.66666666666667,2.5749999999999997,11.520833333333334,,9.9375,,1.5,1009.0124999999999,227.5,9.329166666666667,-5.891666666666667,,-9.6875,2.3333333333333335,2.25,1015.7125,271.6666666666667,4.0249999999999995,14.558333333333332,1.4166666666666667,-9.008333333333333,0.0,,1023.4625,151.36363636363637,2.0833333333333335,-5.891666666666667,,-9.6875,2.3333333333333335,2.25,1015.7125,271.6666666666667,4.0249999999999995,11.520833333333334,,9.9375,,1.5,1009.0124999999999,227.5,9.329166666666667,11.520833333333334,,9.9375,,1.5,1009.0124999999999,227.5,9.329166666666667
2016-01-28,17.754166666666666,8.0,16.8875,9.083333333333334,67.5,1010.7761904761904,153.91304347826087,1.825,6.404166666666666,0.0,2.5166666666666666,,0.0,1023.1458333333334,229.16666666666666,5.966666666666666,-2.904166666666667,,-5.483333333333333,2.75,1.0,1006.2666666666668,134.58333333333334,3.779166666666667,14.424999999999999,2.3076923076923075,-4.35,0.0,,1020.2958333333332,146.95652173913044,1.8791666666666667,-2.904166666666667,,-5.483333333333333,2.75,1.0,1006.2666666666668,134.58333333333334,3.779166666666667,6.404166666666666,0.0,2.5166666666666666,,0.0,1023.1458333333334,229.16666666666666,5.966666666666666,6.404166666666666,0.0,2.5166666666666666,,0.0,1023.1458333333334,229.16666666666666,5.966666666666666
2016-01-29,14.35,4.0,5.995833333333334,-0.08333333333333333,8.0,1016.7782608695653,285.4166666666667,4.933333333333334,11.095833333333333,,8.854166666666666,,-0.5,1017.4250000000001,225.0,9.845833333333333,-4.7749999999999995,,-6.795833333333333,2.5,6.5,1001.8000000000001,210.0,4.1125,14.333333333333334,2.25,-2.0208333333333335,0.0,,1016.1750000000001,100.41666666666667,1.9333333333333333,-4.7749999999999995,,-6.795833333333333,2.5,6.5,1001.8000000000001,210.0,4.1125,11.095833333333333,,8.854166666666666,,-0.5,1017.4250000000001,225.0,9.845833333333333,11.095833333333333,,8.854166666666666,,-0.5,1017.4250000000001,225.0,9.845833333333333
2016-01-30,14.108333333333334,7.0,6.0625,0.0,,1021.125,119.0909090909091,1.5041666666666667,7.633333333333333,0.0,3.3791666666666664,,2.5,1009.9826086956521,251.25,7.375,-8.566666666666666,,-10.725,,0.5,1010.3208333333333,142.08333333333334,2.9333333333333336,15.558333333333332,2.347826086956522,-1.0166666666666666,0.0,,1012.3333333333334,75.21739130434783,2.4458333333333333,-8.566666666666666,,-10.725,,0.5,1010.3208333333333,142.08333333333334,2.9333333333333336,7.633333333333333,0.0,3.3791666666666664,,2.5,1009.9826086956521,251.25,7.375,7.633333333333333,0.0,3.3791666666666664,,2.5,1009.9826086956521,251.25,7.375
2016-01-31,16.695833333333333,8.0,11.737499999999999,0.0,,1020.0833333333334,64.58333333333333,1.1416666666666668,8.950000000000001,,7.233333333333333,,5.0,1009.3000000000001,223.33333333333334,6.245833333333334,-0.7583333333333333,,-2.5500000000000003,11.0,0.0,1004.8916666666668,126.25,0.9916666666666667,16.983333333333334,1.5,1.6500000000000001,1.2083333333333333,30.0,1007.4708333333333,117.5,4.483333333333333,-0.7583333333333333,,-2.5500000000000003,11.0,0.0,1004.8916666666668,126.25,0.9916666666666667,8.950000000000001,,7.233333333333333,,5.0,1009.3000000000001,223.33333333333334,6.245833333333334,8.950000000000001,,7.233333333333333,,5.0,1009.3000000000001,223.33333333333334,6.245833333333334
2016-02-01,21.233333333333334,4.181818181818182,15.904166666666667,0.0,,1017.0833333333334,98.69565217391305,1.7791666666666668,12.125,,8.0375,,0.0,1014.9916666666667,242.91666666666666,9.833333333333334,3.3318181818181816,,-0.31363636363636355,2.0,13.0,1006.4636363636364,256.8181818181818,4.213636363636364,10.366666666666667,4.571428571428571,-1.6958333333333335,0.625,20.0,1008.85,258.75,7.0625,3.3318181818181816,,-0.31363636363636355,2.0,13.0,1006.4636363636364,256.8181818181818,4.213636363636364,12.125,,8.0375,,0.0,1014.9916666666667,242.91666666666666,9.833333333333334,12.125,,8.0375,,0.0,1014.9916666666667,242.91666666666666,9.833333333333334
2016-02-02,21.474999999999998,3.6666666666666665,18.575,0.0,,1018.2409090909091,99.58333333333333,3.3874999999999997,8.0375,0.0,2.7916666666666665,,1.0,1015.2916666666666,249.16666666666666,8.175,-4.5874999999999995,,-10.375,2.0,0.5,1026.6916666666666,207.91666666666666,2.8666666666666667,8.008333333333333,1.0,-7.079166666666667,0.0,,1018.4333333333334,269.1666666666667,3.9291666666666667,-4.5874999999999995,,-10.375,2.0,0.5,1026.6916666666666,207.91666666666666,2.8666666666666667,8.0375,0.0,2.7916666666666665,,1.0,1015.2916666666666,249.16666666666666,8.175,8.0375,0.0,2.7916666666666665,,1.0,1015.2916666666666,249.16666666666666,8.175
2016-02-03,23.400000000000002,4.5,19.166666666666668,0.0,,1017.9416666666666,145.41666666666666,5.075,5.183333333333333,0.0,1.1958333333333333,,-0.5,1022.0875,272.0833333333333,5.320833333333334,-0.74,,-1.98,3.6666666666666665,26.666666666666668,1009.4266666666666,96.0,3.566666666666667,8.200000000000001,0.0,-6.708333333333333,0.0,,1025.2916666666667,114.78260869565217,1.3625,-0.74,,-1.98,3.6666666666666665,26.666666666666668,1009.4266666666666,96.0,3.566666666666667,5.183333333333333,0.0,1.1958333333333333,,-0.5,1022.0875,272.0833333333333,5.320833333333334,5.183333333333333,0.0,1.1958333333333333,,-0.5,1022.0875,272.0833333333333,5.320833333333334
2016-02-04,22.11666666666667,4.571428571428571,18.6875,1.0416666666666667,-1.0,1016.6625,196.66666666666666,5.2749999999999995,9.512500000000001,0.0,6.995833333333334,,-0.5,1025.1416666666667,256.25,5.716666666666666,1.9000000000000001,,-3.0833333333333335,,0.0,1014.7833333333333,263.3333333333333,4.333333333333333,10.7125,1.1578947368421053,-9.504166666666666,0.0,,1025.6208333333334,112.27272727272727,2.4375,1.9000000000000001,,-3.0833333333333335,,0.0,1014.7833333333333,263.3333333333333,4.333333333333333,9.512500000000001,0.0,6.995833333333334,,-0.5,1025.1416666666667,256.25,5.716666666666666,9.512500000000001,0.0,6.995833333333334,,-0.5,1025.1416666666667,256.25,5.716666666666666
2016-02-05,11.654166666666667,1.5555555555555556,2.408333333333333,-0.041666666666666664,30.0,1023.3874999999999,257.5,6.741666666666667,10.179166666666667,,8.3375,,1.0,1018.3541666666666,214.16666666666666,6.2375,-5.341666666666666,,-10.5375,,0.0,1024.1833333333334,251.25,2.8666666666666667,13.5,1.1666666666666667,-7.4125000000000005,0.0,,1025.3708333333332,63.1578947368421,2.0166666666666666,-5.341666666666666,,-10.5375,,0.0,1024.1833333333334,251.25,2.8666666666666667,10.179166666666667,,8.3375,,1.0,1018.3541666666666,214.16666666666666,6.2375,10.179166666666667,,8.3375,,1.0,1018.3541666666666,214.16666666666666,6.2375
2016-02-06,13.3125,3.6363636363636362,10.316666666666666,5.666666666666667,39.5,1020.5260869565217,258.75,3.7624999999999997,10.3375,,8.120833333333334,,0.5,997.9833333333332,189.58333333333334,8.958333333333334,-1.375,,-5.041666666666667,2.0,0.5,1020.2416666666667,238.75,3.0625,14.895833333333334,1.1666666666666667,-8.0375,0.0,,1024.2208333333333,103.04347826086956,2.4,-1.375,,-5.041666666666667,2.0,0.5,1020.2416666666667,238.75,3.0625,10.3375,,8.120833333333334,,0.5,997.9833333333332,189.58333333333334,8.958333333333334,10.3375,,8.120833333333334,,0.5,997.9833333333332,189.58333333333334,8.958333333333334
